t,Pi_x,Pi_y,Pi_z,omega_x,omega_y,omega_z, x, y, z, P_x, P_y, P_z, v_x, v_y, v_z, SO3_err
8317.6,-8.46385,-42,-17.2442,-0.282128,-0.5,-0.574806,-6.51223e+06,2.12143e+06,0,-470190,-1.46079e+06,0,-2350.95,-7303.96,0,1.00899e-13
8317.7,-6.87814,-42,-17.9357,-0.229271,-0.5,-0.597858,-6.51246e+06,2.1207e+06,0,-470028,-1.46084e+06,0,-2350.14,-7304.22,0,1.01059e-13
8317.8,-5.23664,-42,-18.4818,-0.174555,-0.5,-0.61606,-6.5127e+06,2.11997e+06,0,-469866,-1.4609e+06,0,-2349.33,-7304.49,0,1.00814e-13
8317.9,-3.55268,-42,-18.878,-0.118423,-0.5,-0.629266,-6.51293e+06,2.11924e+06,0,-469705,-1.46095e+06,0,-2348.52,-7304.75,0,1.00715e-13
8318,-1.8399,-42,-19.1211,-0.06133,-0.5,-0.637369,-6.51317e+06,2.11851e+06,0,-469543,-1.461e+06,0,-2347.72,-7305.01,0,1.00619e-13
8318.1,-0.112198,-42,-19.2091,-0.00373994,-0.5,-0.640302,-6.5134e+06,2.11778e+06,0,-469382,-1.46105e+06,0,-2346.91,-7305.27,0,1.0053e-13
8318.2,1.61641,-42,-19.1413,0.0538805,-0.5,-0.638042,-6.51364e+06,2.11705e+06,0,-469220,-1.46111e+06,0,-2346.1,-7305.54,0,1.00289e-13
8318.3,3.33192,-42,-18.9182,0.111064,-0.5,-0.630607,-6.51387e+06,2.11632e+06,0,-469058,-1.46116e+06,0,-2345.29,-7305.8,0,1.00362e-13
8318.4,5.0204,-42,-18.5417,0.167347,-0.5,-0.618058,-6.51411e+06,2.11559e+06,0,-468897,-1.46121e+06,0,-2344.48,-7306.06,0,1.00462e-13
8318.5,6.66817,-42,-18.0149,0.222272,-0.5,-0.600496,-6.51434e+06,2.11486e+06,0,-468735,-1.46126e+06,0,-2343.68,-7306.32,0,1.00607e-13
8318.6,8.26185,-42,-17.3419,0.275395,-0.5,-0.578064,-6.51458e+06,2.11413e+06,0,-468573,-1.46132e+06,0,-2342.87,-7306.59,0,1.00826e-13
8318.7,9.78853,-42,-16.5283,0.326284,-0.5,-0.550944,-6.51481e+06,2.1134e+06,0,-468412,-1.46137e+06,0,-2342.06,-7306.85,0,1.00866e-13
8318.8,11.2358,-42,-15.5807,0.374527,-0.5,-0.519356,-6.51505e+06,2.11267e+06,0,-468250,-1.46142e+06,0,-2341.25,-7307.11,0,1.00851e-13
8318.9,12.592,-42,-14.5066,0.419733,-0.5,-0.483555,-6.51528e+06,2.11194e+06,0,-468088,-1.46147e+06,0,-2340.44,-7307.37,0,1.00642e-13
8319,13.846,-42,-13.315,0.461534,-0.5,-0.443832,-6.51551e+06,2.11121e+06,0,-467927,-1.46153e+06,0,-2339.63,-7307.64,0,1.00669e-13
8319.1,14.9878,-42,-12.0153,0.499592,-0.5,-0.40051,-6.51575e+06,2.11048e+06,0,-467765,-1.46158e+06,0,-2338.83,-7307.9,0,1.00499e-13
8319.2,16.008,-42,-10.6182,0.533598,-0.5,-0.35394,-6.51598e+06,2.10974e+06,0,-467603,-1.46163e+06,0,-2338.02,-7308.16,0,1.00371e-13
8319.3,16.8983,-42,-9.13497,0.563277,-0.5,-0.304499,-6.51622e+06,2.10901e+06,0,-467442,-1.46168e+06,0,-2337.21,-7308.42,0,1.00611e-13
8319.4,17.6516,-42,-7.57765,0.588387,-0.5,-0.252588,-6.51645e+06,2.10828e+06,0,-467280,-1.46174e+06,0,-2336.4,-7308.68,0,1.00398e-13
8319.5,18.2618,-42,-5.95888,0.608725,-0.5,-0.198629,-6.51668e+06,2.10755e+06,0,-467118,-1.46179e+06,0,-2335.59,-7308.94,0,1.00289e-13
8319.6,18.7238,-42,-4.29178,0.624127,-0.5,-0.143059,-6.51692e+06,2.10682e+06,0,-466957,-1.46184e+06,0,-2334.78,-7309.21,0,1.00171e-13
8319.7,19.034,-42,-2.58988,0.634466,-0.5,-0.0863292,-6.51715e+06,2.10609e+06,0,-466795,-1.46189e+06,0,-2333.97,-7309.47,0,1.00011e-13
8319.8,19.1898,-42,-0.866966,0.639659,-0.5,-0.0288989,-6.51738e+06,2.10536e+06,0,-466633,-1.46195e+06,0,-2333.17,-7309.73,0,9.98374e-14
8319.9,19.19,-42,0.862976,0.639665,-0.5,0.0287659,-6.51762e+06,2.10463e+06,0,-466471,-1.462e+06,0,-2332.36,-7309.99,0,9.99441e-14
8320,19.0345,-42,2.58592,0.634483,-0.5,0.0861973,-6.51785e+06,2.1039e+06,0,-466310,-1.46205e+06,0,-2331.55,-7310.25,0,1.00166e-13
8320.1,18.7246,-42,4.28789,0.624155,-0.5,0.14293,-6.51808e+06,2.10317e+06,0,-466148,-1.4621e+06,0,-2330.74,-7310.51,0,1.00096e-13
8320.2,18.2629,-42,5.95508,0.608765,-0.5,0.198503,-6.51832e+06,2.10244e+06,0,-465986,-1.46215e+06,0,-2329.93,-7310.77,0,9.9946e-14
8320.3,17.6531,-42,7.57397,0.588437,-0.5,0.252466,-6.51855e+06,2.1017e+06,0,-465825,-1.46221e+06,0,-2329.12,-7311.03,0,9.97676e-14
8320.4,16.9001,-42,9.13144,0.563337,-0.5,0.304381,-6.51878e+06,2.10097e+06,0,-465663,-1.46226e+06,0,-2328.31,-7311.29,0,9.97912e-14
8320.5,16.0101,-42,10.6148,0.533669,-0.5,0.353828,-6.51902e+06,2.10024e+06,0,-465501,-1.46231e+06,0,-2327.51,-7311.55,0,9.97509e-14
8320.6,14.9902,-42,12.0122,0.499672,-0.5,0.400406,-6.51925e+06,2.09951e+06,0,-465339,-1.46236e+06,0,-2326.7,-7311.81,0,1.00016e-13
8320.7,13.8487,-42,13.3121,0.461622,-0.5,0.443735,-6.51948e+06,2.09878e+06,0,-465177,-1.46241e+06,0,-2325.89,-7312.07,0,1.00207e-13
8320.8,12.5949,-42,14.504,0.419829,-0.5,0.483466,-6.51971e+06,2.09805e+06,0,-465016,-1.46247e+06,0,-2325.08,-7312.34,0,1.00411e-13
8320.9,11.2389,-42,15.5783,0.374631,-0.5,0.519276,-6.51995e+06,2.09732e+06,0,-464854,-1.46252e+06,0,-2324.27,-7312.6,0,1.00104e-13
8321,9.79182,-42,16.5262,0.326394,-0.5,0.550875,-6.52018e+06,2.09659e+06,0,-464692,-1.46257e+06,0,-2323.46,-7312.86,0,9.99133e-14
8321.1,8.26531,-42,17.3402,0.27551,-0.5,0.578006,-6.52041e+06,2.09586e+06,0,-464530,-1.46262e+06,0,-2322.65,-7313.12,0,9.98045e-14
8321.2,6.67176,-42,18.0135,0.222392,-0.5,0.600449,-6.52064e+06,2.09512e+06,0,-464369,-1.46268e+06,0,-2321.84,-7313.38,0,9.98732e-14
8321.3,5.0241,-42,18.5407,0.16747,-0.5,0.618022,-6.52088e+06,2.09439e+06,0,-464207,-1.46273e+06,0,-2321.03,-7313.64,0,9.97167e-14
8321.4,3.3357,-42,18.9175,0.11119,-0.5,0.630582,-6.52111e+06,2.09366e+06,0,-464045,-1.46278e+06,0,-2320.22,-7313.9,0,9.97298e-14
8321.5,1.62024,-42,19.1409,0.054008,-0.5,0.638029,-6.52134e+06,2.09293e+06,0,-463883,-1.46283e+06,0,-2319.42,-7314.16,0,9.98653e-14
8321.6,-0.108358,-42,19.209,-0.00361194,-0.5,0.640301,-6.52157e+06,2.0922e+06,0,-463721,-1.46288e+06,0,-2318.61,-7314.41,0,9.94254e-14
8321.7,-1.83608,-42,19.1214,-0.0612026,-0.5,0.63738,-6.5218e+06,2.09147e+06,0,-463559,-1.46293e+06,0,-2317.8,-7314.67,0,9.95149e-14
8321.8,-3.54891,-42,18.8787,-0.118297,-0.5,0.629289,-6.52204e+06,2.09074e+06,0,-463398,-1.46299e+06,0,-2316.99,-7314.93,0,9.94124e-14
8321.9,-5.23296,-42,18.4828,-0.174432,-0.5,0.616095,-6.52227e+06,2.09e+06,0,-463236,-1.46304e+06,0,-2316.18,-7315.19,0,9.94295e-14
8322,-6.87457,-42,17.9371,-0.229152,-0.5,0.597904,-6.5225e+06,2.08927e+06,0,-463074,-1.46309e+06,0,-2315.37,-7315.45,0,9.9452e-14
8322.1,-8.46042,-42,17.2459,-0.282014,-0.5,0.574864,-6.52273e+06,2.08854e+06,0,-462912,-1.46314e+06,0,-2314.56,-7315.71,0,9.92015e-14
8322.2,-9.97765,-42,16.4148,-0.332588,-0.5,0.547161,-6.52296e+06,2.08781e+06,0,-462750,-1.46319e+06,0,-2313.75,-7315.97,0,9.92738e-14
8322.3,-11.414,-42,15.4506,-0.380466,-0.5,0.515021,-6.52319e+06,2.08708e+06,0,-462588,-1.46325e+06,0,-2312.94,-7316.23,0,9.93623e-14
8322.4,-12.7577,-42,14.3611,-0.425257,-0.5,0.478704,-6.52342e+06,2.08635e+06,0,-462426,-1.4633e+06,0,-2312.13,-7316.49,0,9.9369e-14
8322.5,-13.998,-42,13.1551,-0.4666,-0.5,0.438504,-6.52366e+06,2.08561e+06,0,-462265,-1.46335e+06,0,-2311.32,-7316.75,0,9.93574e-14
8322.6,-15.1247,-42,11.8424,-0.504158,-0.5,0.394748,-6.52389e+06,2.08488e+06,0,-462103,-1.4634e+06,0,-2310.51,-7317.01,0,9.94522e-14
8322.7,-16.1288,-42,10.4337,-0.537627,-0.5,0.34779,-6.52412e+06,2.08415e+06,0,-461941,-1.46345e+06,0,-2309.7,-7317.26,0,9.93442e-14
8322.8,-17.0021,-42,8.94034,-0.566736,-0.5,0.298011,-6.52435e+06,2.08342e+06,0,-461779,-1.4635e+06,0,-2308.89,-7317.52,0,9.95889e-14
8322.9,-17.7375,-42,7.37448,-0.591249,-0.5,0.245816,-6.52458e+06,2.08269e+06,0,-461617,-1.46356e+06,0,-2308.09,-7317.78,0,9.93698e-14
8323,-18.329,-42,5.74881,-0.610966,-0.5,0.191627,-6.52481e+06,2.08196e+06,0,-461455,-1.46361e+06,0,-2307.28,-7318.04,0,9.96944e-14
8323.1,-18.7719,-42,4.07652,-0.625729,-0.5,0.135884,-6.52504e+06,2.08122e+06,0,-461293,-1.46366e+06,0,-2306.47,-7318.3,0,9.95753e-14
8323.2,-19.0625,-42,2.37116,-0.635416,-0.5,0.0790386,-6.52527e+06,2.08049e+06,0,-461131,-1.46371e+06,0,-2305.66,-7318.56,0,9.94564e-14
8323.3,-19.1985,-42,0.646572,-0.63995,-0.5,0.0215524,-6.5255e+06,2.07976e+06,0,-460969,-1.46376e+06,0,-2304.85,-7318.81,0,9.95184e-14
8323.4,-19.1788,-42,-1.08326,-0.639294,-0.5,-0.0361086,-6.52573e+06,2.07903e+06,0,-460807,-1.46381e+06,0,-2304.04,-7319.07,0,9.96773e-14
8323.5,-19.0036,-42,-2.8043,-0.633453,-0.5,-0.0934768,-6.52596e+06,2.0783e+06,0,-460646,-1.46387e+06,0,-2303.23,-7319.33,0,9.96323e-14
8323.6,-18.6742,-42,-4.5026,-0.622474,-0.5,-0.150087,-6.52619e+06,2.07757e+06,0,-460484,-1.46392e+06,0,-2302.42,-7319.59,0,9.98862e-14
8323.7,-18.1934,-42,-6.16438,-0.606447,-0.5,-0.205479,-6.52642e+06,2.07683e+06,0,-460322,-1.46397e+06,0,-2301.61,-7319.85,0,1.00049e-13
8323.8,-17.565,-42,-7.77617,-0.585502,-0.5,-0.259206,-6.52666e+06,2.0761e+06,0,-460160,-1.46402e+06,0,-2300.8,-7320.1,0,9.9782e-14
8323.9,-16.7942,-42,-9.32489,-0.559807,-0.5,-0.31083,-6.52689e+06,2.07537e+06,0,-459998,-1.46407e+06,0,-2299.99,-7320.36,0,9.97365e-14
8324,-15.8872,-42,-10.798,-0.529573,-0.5,-0.359933,-6.52712e+06,2.07464e+06,0,-459836,-1.46412e+06,0,-2299.18,-7320.62,0,9.9839e-14
8324.1,-14.8513,-42,-12.1835,-0.495044,-0.5,-0.406116,-6.52735e+06,2.07391e+06,0,-459674,-1.46418e+06,0,-2298.37,-7320.88,0,9.97622e-14
8324.2,-13.695,-42,-13.4702,-0.456499,-0.5,-0.449006,-6.52757e+06,2.07317e+06,0,-459512,-1.46423e+06,0,-2297.56,-7321.13,0,9.97988e-14
8324.3,-12.4276,-42,-14.6476,-0.414252,-0.5,-0.488255,-6.5278e+06,2.07244e+06,0,-459350,-1.46428e+06,0,-2296.75,-7321.39,0,9.96934e-14
8324.4,-11.0594,-42,-15.7063,-0.368646,-0.5,-0.523543,-6.52803e+06,2.07171e+06,0,-459188,-1.46433e+06,0,-2295.94,-7321.65,0,9.96924e-14
8324.5,-9.60149,-42,-16.6376,-0.32005,-0.5,-0.554586,-6.52826e+06,2.07098e+06,0,-459026,-1.46438e+06,0,-2295.13,-7321.9,0,1.0004e-13
8324.6,-8.06573,-42,-17.4339,-0.268858,-0.5,-0.58113,-6.52849e+06,2.07024e+06,0,-458864,-1.46443e+06,0,-2294.32,-7322.16,0,1.00057e-13
8324.7,-6.46455,-42,-18.0888,-0.215485,-0.5,-0.602961,-6.52872e+06,2.06951e+06,0,-458702,-1.46448e+06,0,-2293.51,-7322.42,0,9.9908e-14
8324.8,-4.81095,-42,-18.5971,-0.160365,-0.5,-0.619903,-6.52895e+06,2.06878e+06,0,-458540,-1.46453e+06,0,-2292.7,-7322.67,0,9.99318e-14
8324.9,-3.11833,-42,-18.9545,-0.103944,-0.5,-0.631816,-6.52918e+06,2.06805e+06,0,-458378,-1.46459e+06,0,-2291.89,-7322.93,0,9.97671e-14
8325,-1.40041,-42,-19.1582,-0.0466804,-0.5,-0.638606,-6.52941e+06,2.06732e+06,0,-458216,-1.46464e+06,0,-2291.08,-7323.19,0,9.96819e-14
8325.1,0.328859,-42,-19.2065,0.010962,-0.5,-0.640216,-6.52964e+06,2.06658e+06,0,-458054,-1.46469e+06,0,-2290.27,-7323.44,0,9.95775e-14
8325.2,2.05546,-42,-19.099,0.0685155,-0.5,-0.636633,-6.52987e+06,2.06585e+06,0,-457892,-1.46474e+06,0,-2289.46,-7323.7,0,9.98023e-14
8325.3,3.7654,-42,-18.8366,0.125513,-0.5,-0.627888,-6.5301e+06,2.06512e+06,0,-457730,-1.46479e+06,0,-2288.65,-7323.96,0,9.97131e-14
8325.4,5.44479,-42,-18.4215,0.181493,-0.5,-0.61405,-6.53033e+06,2.06439e+06,0,-457568,-1.46484e+06,0,-2287.84,-7324.21,0,1.00022e-13
8325.5,7.08003,-42,-17.857,0.236001,-0.5,-0.595232,-6.53056e+06,2.06365e+06,0,-457406,-1.46489e+06,0,-2287.03,-7324.47,0,9.98562e-14
8325.6,8.65785,-42,-17.1476,0.288595,-0.5,-0.571586,-6.53078e+06,2.06292e+06,0,-457244,-1.46495e+06,0,-2286.22,-7324.73,0,9.98154e-14
8325.7,10.1654,-42,-16.2992,0.338848,-0.5,-0.543305,-6.53101e+06,2.06219e+06,0,-457081,-1.465e+06,0,-2285.41,-7324.98,0,9.98279e-14
8325.8,11.5906,-42,-15.3185,0.386353,-0.5,-0.510617,-6.53124e+06,2.06146e+06,0,-456919,-1.46505e+06,0,-2284.6,-7325.24,0,9.98789e-14
8325.9,12.9217,-42,-14.2136,0.430725,-0.5,-0.473788,-6.53147e+06,2.06072e+06,0,-456757,-1.4651e+06,0,-2283.79,-7325.49,0,9.9763e-14
8326,14.1481,-42,-12.9935,0.471603,-0.5,-0.433117,-6.5317e+06,2.05999e+06,0,-456595,-1.46515e+06,0,-2282.98,-7325.75,0,9.95522e-14
8326.1,15.2597,-42,-11.668,0.508657,-0.5,-0.388932,-6.53193e+06,2.05926e+06,0,-456433,-1.4652e+06,0,-2282.17,-7326,0,9.97517e-14
8326.2,16.2475,-42,-10.2478,0.541585,-0.5,-0.341593,-6.53216e+06,2.05853e+06,0,-456271,-1.46525e+06,0,-2281.36,-7326.26,0,9.95972e-14
8326.3,17.1036,-42,-8.74453,0.57012,-0.5,-0.291484,-6.53238e+06,2.05779e+06,0,-456109,-1.4653e+06,0,-2280.54,-7326.51,0,9.9576e-14
8326.4,17.821,-42,-7.17033,0.594032,-0.5,-0.239011,-6.53261e+06,2.05706e+06,0,-455947,-1.46535e+06,0,-2279.73,-7326.77,0,9.99405e-14
8326.5,18.3938,-42,-5.53798,0.613126,-0.5,-0.184599,-6.53284e+06,2.05633e+06,0,-455785,-1.46541e+06,0,-2278.92,-7327.03,0,1.00018e-13
8326.6,18.8174,-42,-3.86071,0.627248,-0.5,-0.12869,-6.53307e+06,2.0556e+06,0,-455623,-1.46546e+06,0,-2278.11,-7327.28,0,1.00189e-13
8326.7,19.0885,-42,-2.15213,0.636282,-0.5,-0.0717375,-6.5333e+06,2.05486e+06,0,-455461,-1.46551e+06,0,-2277.3,-7327.54,0,1.00133e-13
8326.8,19.2047,-42,-0.426091,0.640156,-0.5,-0.014203,-6.53352e+06,2.05413e+06,0,-455298,-1.46556e+06,0,-2276.49,-7327.79,0,1.0003e-13
8326.9,19.1651,-42,1.3034,0.638838,-0.5,0.0434467,-6.53375e+06,2.0534e+06,0,-455136,-1.46561e+06,0,-2275.68,-7328.05,0,1.0001e-13
8327,18.9701,-42,3.02232,0.632338,-0.5,0.100744,-6.53398e+06,2.05266e+06,0,-454974,-1.46566e+06,0,-2274.87,-7328.3,0,1.00119e-13
8327.1,18.6213,-42,4.71673,0.62071,-0.5,0.157224,-6.53421e+06,2.05193e+06,0,-454812,-1.46571e+06,0,-2274.06,-7328.55,0,9.99685e-14
8327.2,18.1215,-42,6.37289,0.604049,-0.5,0.21243,-6.53443e+06,2.0512e+06,0,-454650,-1.46576e+06,0,-2273.25,-7328.81,0,1.00131e-13
8327.3,17.4746,-42,7.97735,0.582488,-0.5,0.265912,-6.53466e+06,2.05047e+06,0,-454488,-1.46581e+06,0,-2272.44,-7329.06,0,1.00006e-13
8327.4,16.6861,-42,9.51712,0.556202,-0.5,0.317237,-6.53489e+06,2.04973e+06,0,-454325,-1.46586e+06,0,-2271.63,-7329.32,0,9.99189e-14
8327.5,15.7622,-42,10.9797,0.525406,-0.5,0.36599,-6.53512e+06,2.049e+06,0,-454163,-1.46591e+06,0,-2270.82,-7329.57,0,9.98296e-14
8327.6,14.7105,-42,12.3532,0.490349,-0.5,0.411774,-6.53534e+06,2.04827e+06,0,-454001,-1.46597e+06,0,-2270.01,-7329.83,0,9.99561e-14
8327.7,13.5394,-42,13.6266,0.451315,-0.5,0.454219,-6.53557e+06,2.04753e+06,0,-453839,-1.46602e+06,0,-2269.19,-7330.08,0,1.00073e-13
8327.8,12.2586,-42,14.7894,0.40862,-0.5,0.49298,-6.5358e+06,2.0468e+06,0,-453677,-1.46607e+06,0,-2268.38,-7330.33,0,1.0003e-13
8327.9,10.8784,-42,15.8323,0.362612,-0.5,0.527743,-6.53602e+06,2.04607e+06,0,-453515,-1.46612e+06,0,-2267.57,-7330.59,0,9.97622e-14
8328,9.40988,-42,16.7467,0.313663,-0.5,0.558225,-6.53625e+06,2.04534e+06,0,-453352,-1.46617e+06,0,-2266.76,-7330.84,0,1.00153e-13
8328.1,7.86508,-42,17.5254,0.262169,-0.5,0.58418,-6.53648e+06,2.0446e+06,0,-453190,-1.46622e+06,0,-2265.95,-7331.1,0,1.00432e-13
8328.2,6.25649,-42,18.1619,0.20855,-0.5,0.605397,-6.5367e+06,2.04387e+06,0,-453028,-1.46627e+06,0,-2265.14,-7331.35,0,1.00513e-13
8328.3,4.59716,-42,18.6511,0.153239,-0.5,0.621704,-6.53693e+06,2.04314e+06,0,-452866,-1.46632e+06,0,-2264.33,-7331.6,0,1.00401e-13
8328.4,2.90055,-42,18.9891,0.0966849,-0.5,0.632969,-6.53716e+06,2.0424e+06,0,-452704,-1.46637e+06,0,-2263.52,-7331.86,0,1.00658e-13
8328.5,1.18041,-42,19.173,0.039347,-0.5,0.6391,-6.53738e+06,2.04167e+06,0,-452541,-1.46642e+06,0,-2262.71,-7332.11,0,1.00574e-13
8328.6,-0.5493,-42,19.2014,-0.01831,-0.5,0.640048,-6.53761e+06,2.04094e+06,0,-452379,-1.46647e+06,0,-2261.9,-7332.36,0,1.00755e-13
8328.7,-2.27456,-42,19.0742,-0.0758185,-0.5,0.635805,-6.53784e+06,2.0402e+06,0,-452217,-1.46652e+06,0,-2261.08,-7332.62,0,1.00549e-13
8328.8,-3.98136,-42,18.7922,-0.132712,-0.5,0.626406,-6.53806e+06,2.03947e+06,0,-452055,-1.46657e+06,0,-2260.27,-7332.87,0,1.00623e-13
8328.9,-5.65588,-42,18.3578,-0.188529,-0.5,0.611926,-6.53829e+06,2.03874e+06,0,-451892,-1.46662e+06,0,-2259.46,-7333.12,0,1.00702e-13
8329,-7.28453,-42,17.7745,-0.242818,-0.5,0.592483,-6.53851e+06,2.038e+06,0,-451730,-1.46668e+06,0,-2258.65,-7333.38,0,1.00741e-13
8329.1,-8.8541,-42,17.047,-0.295137,-0.5,0.568235,-6.53874e+06,2.03727e+06,0,-451568,-1.46673e+06,0,-2257.84,-7333.63,0,1.00708e-13
8329.2,-10.3519,-42,16.1813,-0.345062,-0.5,0.539378,-6.53897e+06,2.03654e+06,0,-451406,-1.46678e+06,0,-2257.03,-7333.88,0,1.00945e-13
8329.3,-11.7657,-42,15.1844,-0.392189,-0.5,0.506147,-6.53919e+06,2.0358e+06,0,-451243,-1.46683e+06,0,-2256.22,-7334.13,0,1.00872e-13
8329.4,-13.084,-42,14.0643,-0.436135,-0.5,0.468811,-6.53942e+06,2.03507e+06,0,-451081,-1.46688e+06,0,-2255.41,-7334.39,0,1.00885e-13
8329.5,-14.2963,-42,12.8302,-0.476543,-0.5,0.427672,-6.53964e+06,2.03434e+06,0,-450919,-1.46693e+06,0,-2254.59,-7334.64,0,1.00656e-13
8329.6,-15.3926,-42,11.492,-0.513087,-0.5,0.383066,-6.53987e+06,2.0336e+06,0,-450756,-1.46698e+06,0,-2253.78,-7334.89,0,1.00797e-13
8329.7,-16.3641,-42,10.0606,-0.54547,-0.5,0.335352,-6.54009e+06,2.03287e+06,0,-450594,-1.46703e+06,0,-2252.97,-7335.14,0,1.00713e-13
8329.8,-17.2028,-42,8.54755,-0.573428,-0.5,0.284918,-6.54032e+06,2.03214e+06,0,-450432,-1.46708e+06,0,-2252.16,-7335.4,0,1.00694e-13
8329.9,-17.9021,-42,6.96522,-0.596736,-0.5,0.232174,-6.54054e+06,2.0314e+06,0,-450270,-1.46713e+06,0,-2251.35,-7335.65,0,1.00632e-13
8330,-18.4561,-42,5.3264,-0.615204,-0.5,0.177547,-6.54077e+06,2.03067e+06,0,-450107,-1.46718e+06,0,-2250.54,-7335.9,0,1.00845e-13
8330.1,-18.8605,-42,3.64438,-0.628683,-0.5,0.121479,-6.54099e+06,2.02994e+06,0,-449945,-1.46723e+06,0,-2249.72,-7336.15,0,1.01174e-13
8330.2,-19.1119,-42,1.9328,-0.637063,-0.5,0.0644268,-6.54122e+06,2.0292e+06,0,-449783,-1.46728e+06,0,-2248.91,-7336.4,0,1.00943e-13
8330.3,-19.2083,-42,0.20555,-0.640276,-0.5,0.00685166,-6.54144e+06,2.02847e+06,0,-449620,-1.46733e+06,0,-2248.1,-7336.66,0,1.0113e-13
8330.4,-19.1489,-42,-1.52337,-0.638296,-0.5,-0.0507791,-6.54167e+06,2.02773e+06,0,-449458,-1.46738e+06,0,-2247.29,-7336.91,0,1.00962e-13
8330.5,-18.9342,-42,-3.23994,-0.631139,-0.5,-0.107998,-6.54189e+06,2.027e+06,0,-449296,-1.46743e+06,0,-2246.48,-7337.16,0,1.01022e-13
8330.6,-18.5659,-42,-4.93023,-0.618864,-0.5,-0.164341,-6.54212e+06,2.02627e+06,0,-449133,-1.46748e+06,0,-2245.67,-7337.41,0,1.01051e-13
8330.7,-18.0471,-42,-6.58054,-0.60157,-0.5,-0.219351,-6.54234e+06,2.02553e+06,0,-448971,-1.46753e+06,0,-2244.85,-7337.66,0,1.01126e-13
8330.8,-17.3819,-42,-8.17747,-0.579396,-0.5,-0.272582,-6.54257e+06,2.0248e+06,0,-448808,-1.46758e+06,0,-2244.04,-7337.91,0,1.01182e-13
8330.9,-16.5757,-42,-9.70809,-0.552523,-0.5,-0.323603,-6.54279e+06,2.02407e+06,0,-448646,-1.46763e+06,0,-2243.23,-7338.16,0,1.01149e-13
8331,-15.6351,-42,-11.16,-0.52117,-0.5,-0.371999,-6.54302e+06,2.02333e+06,0,-448484,-1.46768e+06,0,-2242.42,-7338.41,0,1.0112e-13
8331.1,-14.5677,-42,-12.5213,-0.485589,-0.5,-0.417378,-6.54324e+06,2.0226e+06,0,-448321,-1.46773e+06,0,-2241.61,-7338.67,0,1.01149e-13
8331.2,-13.3821,-42,-13.7812,-0.44607,-0.5,-0.459372,-6.54346e+06,2.02186e+06,0,-448159,-1.46778e+06,0,-2240.79,-7338.92,0,1.01096e-13
8331.3,-12.088,-42,-14.9292,-0.402933,-0.5,-0.49764,-6.54369e+06,2.02113e+06,0,-447997,-1.46783e+06,0,-2239.98,-7339.17,0,1.01097e-13
8331.4,-10.6959,-42,-15.9562,-0.356529,-0.5,-0.531872,-6.54391e+06,2.0204e+06,0,-447834,-1.46788e+06,0,-2239.17,-7339.42,0,1.01271e-13
8331.5,-9.21698,-42,-16.8537,-0.307233,-0.5,-0.561791,-6.54414e+06,2.01966e+06,0,-447672,-1.46793e+06,0,-2238.36,-7339.67,0,1.01312e-13
8331.6,-7.66335,-42,-17.6146,-0.255445,-0.5,-0.587153,-6.54436e+06,2.01893e+06,0,-447509,-1.46798e+06,0,-2237.55,-7339.92,0,1.01024e-13
8331.7,-6.04756,-42,-18.2326,-0.201585,-0.5,-0.607753,-6.54458e+06,2.01819e+06,0,-447347,-1.46803e+06,0,-2236.73,-7340.17,0,1.01132e-13
8331.8,-4.38272,-42,-18.7027,-0.146091,-0.5,-0.623424,-6.54481e+06,2.01746e+06,0,-447185,-1.46808e+06,0,-2235.92,-7340.42,0,1.01209e-13
8331.9,-2.68235,-42,-19.0212,-0.0894115,-0.5,-0.634039,-6.54503e+06,2.01673e+06,0,-447022,-1.46813e+06,0,-2235.11,-7340.67,0,1.01346e-13
8332,-0.960212,-42,-19.1853,-0.0320071,-0.5,-0.639512,-6.54526e+06,2.01599e+06,0,-446860,-1.46818e+06,0,-2234.3,-7340.92,0,1.01336e-13
8332.1,0.769708,-42,-19.1939,0.0256569,-0.5,-0.639798,-6.54548e+06,2.01526e+06,0,-446697,-1.46823e+06,0,-2233.49,-7341.17,0,1.01489e-13
8332.2,2.49339,-42,-19.0468,0.0831128,-0.5,-0.634895,-6.5457e+06,2.01452e+06,0,-446535,-1.46828e+06,0,-2232.67,-7341.42,0,1.01207e-13
8332.3,4.19684,-42,-18.7453,0.139895,-0.5,-0.624842,-6.54593e+06,2.01379e+06,0,-446372,-1.46833e+06,0,-2231.86,-7341.67,0,1.01133e-13
8332.4,5.86626,-42,-18.2917,0.195542,-0.5,-0.609722,-6.54615e+06,2.01306e+06,0,-446210,-1.46838e+06,0,-2231.05,-7341.92,0,1.01084e-13
8332.5,7.48809,-42,-17.6897,0.249603,-0.5,-0.589657,-6.54637e+06,2.01232e+06,0,-446047,-1.46843e+06,0,-2230.24,-7342.17,0,1.01238e-13
8332.6,9.0492,-42,-16.9443,0.30164,-0.5,-0.56481,-6.5466e+06,2.01159e+06,0,-445885,-1.46848e+06,0,-2229.43,-7342.42,0,1.00944e-13
8332.7,10.5369,-42,-16.0615,0.351231,-0.5,-0.535382,-6.54682e+06,2.01085e+06,0,-445723,-1.46853e+06,0,-2228.61,-7342.67,0,1.01323e-13
8332.8,11.9392,-42,-15.0484,0.397973,-0.5,-0.501612,-6.54704e+06,2.01012e+06,0,-445560,-1.46858e+06,0,-2227.8,-7342.92,0,1.01216e-13
