t,Pi_x,Pi_y,Pi_z,omega_x,omega_y,omega_z, x, y, z, P_x, P_y, P_z, v_x, v_y, v_z, SO3_err
0,15,-42,12,0.5,-0.5,0.4,7e+06,0,0,0,1.5e+06,0,0,7500,0,0
0.1,13.8596,-42,13.3008,0.461986,-0.5,0.443361,7e+06,750,0,-162.694,1.5e+06,0,-0.813469,7500,0,1.14859e-16
0.2,12.6068,-42,14.4938,0.420225,-0.5,0.483126,7e+06,1500,0,-325.388,1.5e+06,0,-1.62694,7500,0,2.5514e-16
0.3,11.2517,-42,15.5692,0.375056,-0.5,0.518973,7e+06,2250,0,-488.082,1.5e+06,0,-2.44041,7500,0,5.58592e-16
0.4,9.80536,-42,16.5183,0.326845,-0.5,0.55061,7e+06,3000,0,-650.775,1.5e+06,0,-3.25388,7500,0,5.2261e-16
0.5,8.27951,-42,17.3335,0.275984,-0.5,0.577782,7e+06,3750,0,-813.469,1.5e+06,0,-4.06735,7500,0,3.5774e-16
0.6,6.68651,-42,18.0081,0.222884,-0.5,0.600268,7e+06,4500,0,-976.163,1.5e+06,0,-4.88082,7500,0,6.03325e-16
0.7,5.03928,-42,18.5366,0.167976,-0.5,0.617886,7e+06,5250,0,-1138.86,1.5e+06,0,-5.69428,7500,0,5.41412e-16
0.8,3.35118,-42,18.9148,0.111706,-0.5,0.630492,7e+06,6000,0,-1301.55,1.5e+06,0,-6.50775,7500,0,6.38981e-16
0.9,1.6359,-42,19.1396,0.05453,-0.5,0.637985,7e+06,6750,0,-1464.24,1.5e+06,0,-7.32122,7500,0,5.91477e-16
1,-0.0926453,-42,19.2091,-0.00308818,-0.5,0.640304,7e+06,7500,0,-1626.94,1.5e+06,0,-8.13469,7500,0,7.38071e-16
1.1,-1.82044,-42,19.1229,-0.0606814,-0.5,0.637429,7e+06,8250,0,-1789.63,1.5e+06,0,-8.94816,7499.99,0,8.35035e-16
1.2,-3.53347,-42,18.8815,-0.117782,-0.5,0.629385,7e+06,9000,0,-1952.33,1.5e+06,0,-9.76163,7499.99,0,9.31975e-16
1.3,-5.21785,-42,18.4871,-0.173928,-0.5,0.616236,6.99999e+06,9750,0,-2115.02,1.5e+06,0,-10.5751,7499.99,0,7.97897e-16
1.4,-6.8599,-42,17.9427,-0.228663,-0.5,0.598089,6.99999e+06,10500,0,-2277.71,1.5e+06,0,-11.3886,7499.99,0,8.28261e-16
1.5,-8.44632,-42,17.2527,-0.281544,-0.5,0.575091,6.99999e+06,11250,0,-2440.41,1.5e+06,0,-12.202,7499.99,0,1.02094e-15
1.6,-9.96424,-42,16.4229,-0.332141,-0.5,0.54743,6.99999e+06,12000,0,-2603.1,1.5e+06,0,-13.0155,7499.99,0,1.07425e-15
1.7,-11.4013,-42,15.4598,-0.380045,-0.5,0.515328,6.99999e+06,12750,0,-2765.79,1.5e+06,0,-13.829,7499.99,0,1.06922e-15
1.8,-12.746,-42,14.3714,-0.424866,-0.5,0.479047,6.99999e+06,13500,0,-2928.49,1.5e+06,0,-14.6424,7499.99,0,1.01829e-15
1.9,-13.9872,-42,13.1664,-0.466241,-0.5,0.438881,6.99999e+06,14250,0,-3091.18,1.5e+06,0,-15.4559,7499.98,0,1.10256e-15
2,-15.1151,-42,11.8547,-0.503835,-0.5,0.395155,6.99999e+06,15000,0,-3253.87,1.5e+06,0,-16.2694,7499.98,0,1.29948e-15
2.1,-16.1203,-42,10.4467,-0.537343,-0.5,0.348225,6.99998e+06,15750,0,-3416.57,1.5e+06,0,-17.0828,7499.98,0,1.13289e-15
2.2,-16.9948,-42,8.95411,-0.566493,-0.5,0.29847,6.99998e+06,16500,0,-3579.26,1.5e+06,0,-17.8963,7499.98,0,1.08211e-15
2.3,-17.7314,-42,7.38884,-0.591048,-0.5,0.246295,6.99998e+06,17250,0,-3741.95,1.5e+06,0,-18.7098,7499.98,0,1.09766e-15
2.4,-18.3243,-42,5.76365,-0.610809,-0.5,0.192122,6.99998e+06,18000,0,-3904.65,1.49999e+06,0,-19.5232,7499.97,0,9.34873e-16
2.5,-18.7685,-42,4.09172,-0.625617,-0.5,0.136391,6.99998e+06,18750,0,-4067.34,1.49999e+06,0,-20.3367,7499.97,0,1.02677e-15
2.6,-19.0605,-42,2.3866,-0.635351,-0.5,0.0795533,6.99997e+06,19500,0,-4230.03,1.49999e+06,0,-21.1502,7499.97,0,1.25871e-15
2.7,-19.198,-42,0.662123,-0.639932,-0.5,0.0220708,6.99997e+06,20250,0,-4392.73,1.49999e+06,0,-21.9636,7499.97,0,1.22911e-15
2.8,-19.1797,-42,-1.06772,-0.639322,-0.5,-0.0355908,6.99997e+06,21000,0,-4555.42,1.49999e+06,0,-22.7771,7499.97,0,1.26646e-15
2.9,-19.0058,-42,-2.78891,-0.633528,-0.5,-0.0929637,6.99997e+06,21750,0,-4718.11,1.49999e+06,0,-23.5906,7499.96,0,1.16309e-15
3,-18.6779,-42,-4.48748,-0.622595,-0.5,-0.149583,6.99997e+06,22500,0,-4880.81,1.49999e+06,0,-24.404,7499.96,0,1.4207e-15
3.1,-18.1984,-42,-6.14966,-0.606613,-0.5,-0.204989,6.99996e+06,23250,0,-5043.5,1.49999e+06,0,-25.2175,7499.96,0,1.18084e-15
3.2,-17.5713,-42,-7.76196,-0.585711,-0.5,-0.258732,6.99996e+06,24000,0,-5206.19,1.49999e+06,0,-26.031,7499.96,0,1.22125e-15
3.3,-16.8018,-42,-9.3113,-0.560059,-0.5,-0.310377,6.99996e+06,24750,0,-5368.88,1.49999e+06,0,-26.8444,7499.95,0,1.37999e-15
3.4,-15.8959,-42,-10.7851,-0.529865,-0.5,-0.359504,6.99996e+06,25499.9,0,-5531.58,1.49999e+06,0,-27.6579,7499.95,0,1.41744e-15
3.5,-14.8612,-42,-12.1715,-0.495373,-0.5,-0.405716,6.99995e+06,26249.9,0,-5694.27,1.49999e+06,0,-28.4714,7499.95,0,1.50854e-15
3.6,-13.7059,-42,-13.4591,-0.456863,-0.5,-0.448638,6.99995e+06,26999.9,0,-5856.96,1.49999e+06,0,-29.2848,7499.94,0,1.14641e-15
3.7,-12.4394,-42,-14.6376,-0.414648,-0.5,-0.487921,6.99995e+06,27749.9,0,-6019.66,1.49999e+06,0,-30.0983,7499.94,0,1.32589e-15
3.8,-11.0721,-42,-15.6974,-0.36907,-0.5,-0.523247,6.99994e+06,28499.9,0,-6182.35,1.49999e+06,0,-30.9117,7499.94,0,1.34048e-15
3.9,-9.61498,-42,-16.6299,-0.320499,-0.5,-0.554329,6.99994e+06,29249.9,0,-6345.04,1.49999e+06,0,-31.7252,7499.93,0,1.23395e-15
4,-8.07987,-42,-17.4274,-0.269329,-0.5,-0.580915,6.99994e+06,29999.9,0,-6507.73,1.49999e+06,0,-32.5387,7499.93,0,1.16314e-15
4.1,-6.47922,-42,-18.0837,-0.215974,-0.5,-0.602789,6.99993e+06,30749.9,0,-6670.42,1.49999e+06,0,-33.3521,7499.93,0,1.58276e-15
4.2,-4.82603,-42,-18.5933,-0.160868,-0.5,-0.619775,6.99993e+06,31499.9,0,-6833.12,1.49998e+06,0,-34.1656,7499.92,0,1.19241e-15
4.3,-3.1337,-42,-18.952,-0.104457,-0.5,-0.631735,6.99993e+06,32249.9,0,-6995.81,1.49998e+06,0,-34.979,7499.92,0,1.25561e-15
4.4,-1.41596,-42,-19.1571,-0.0471985,-0.5,-0.63857,6.99992e+06,32999.9,0,-7158.5,1.49998e+06,0,-35.7925,7499.92,0,1.2354e-15
4.5,0.313275,-42,-19.2068,0.0104425,-0.5,-0.640227,6.99992e+06,33749.9,0,-7321.19,1.49998e+06,0,-36.606,7499.91,0,1.24317e-15
4.6,2.03996,-42,-19.1007,0.0679988,-0.5,-0.636691,6.99992e+06,34499.9,0,-7483.88,1.49998e+06,0,-37.4194,7499.91,0,1.33053e-15
4.7,3.75011,-42,-18.8397,0.125004,-0.5,-0.627992,6.99991e+06,35249.9,0,-7646.58,1.49998e+06,0,-38.2329,7499.9,0,1.32597e-15
4.8,5.42983,-42,-18.426,0.180994,-0.5,-0.614199,6.99991e+06,35999.8,0,-7809.27,1.49998e+06,0,-39.0463,7499.9,0,1.45234e-15
4.9,7.06552,-42,-17.8627,0.235517,-0.5,-0.595424,6.99991e+06,36749.8,0,-7971.96,1.49998e+06,0,-39.8598,7499.9,0,1.45198e-15
5,8.64391,-42,-17.1546,0.28813,-0.5,-0.571821,6.9999e+06,37499.8,0,-8134.65,1.49998e+06,0,-40.6733,7499.89,0,1.22076e-15
5.1,10.1522,-42,-16.3074,0.338406,-0.5,-0.54358,6.9999e+06,38249.8,0,-8297.34,1.49998e+06,0,-41.4867,7499.89,0,9.65935e-16
5.2,11.5781,-42,-15.3279,0.385938,-0.5,-0.51093,6.99989e+06,38999.8,0,-8460.03,1.49998e+06,0,-42.3002,7499.88,0,8.29804e-16
5.3,12.9102,-42,-14.2241,0.430339,-0.5,-0.474137,6.99989e+06,39749.8,0,-8622.72,1.49998e+06,0,-43.1136,7499.88,0,6.89445e-16
5.4,14.1375,-42,-13.0049,0.47125,-0.5,-0.433498,6.99989e+06,40499.8,0,-8785.42,1.49997e+06,0,-43.9271,7499.87,0,6.58322e-16
5.5,15.2502,-42,-11.6803,0.508339,-0.5,-0.389343,6.99988e+06,41249.8,0,-8948.11,1.49997e+06,0,-44.7405,7499.87,0,7.75233e-16
5.6,16.2392,-42,-10.2609,0.541306,-0.5,-0.342031,6.99988e+06,41999.8,0,-9110.8,1.49997e+06,0,-45.554,7499.86,0,7.48886e-16
5.7,17.0965,-42,-8.75833,0.569882,-0.5,-0.291944,6.99987e+06,42749.7,0,-9273.49,1.49997e+06,0,-46.3674,7499.86,0,7.28286e-16
5.8,17.8151,-42,-7.18471,0.593836,-0.5,-0.23949,6.99987e+06,43499.7,0,-9436.18,1.49997e+06,0,-47.1809,7499.85,0,9.42055e-16
5.9,18.3892,-42,-5.55281,0.612974,-0.5,-0.185094,6.99986e+06,44249.7,0,-9598.87,1.49997e+06,0,-47.9943,7499.85,0,9.84443e-16
6,18.8142,-42,-3.87588,0.627141,-0.5,-0.129196,6.99986e+06,44999.7,0,-9761.56,1.49997e+06,0,-48.8078,7499.84,0,1.18018e-15
6.1,19.0866,-42,-2.16752,0.636221,-0.5,-0.0722506,6.99985e+06,45749.7,0,-9924.25,1.49997e+06,0,-49.6213,7499.84,0,1.08282e-15
6.2,19.2043,-42,-0.441573,0.640142,-0.5,-0.0147191,6.99985e+06,46499.7,0,-10086.9,1.49997e+06,0,-50.4347,7499.83,0,1.37327e-15
6.3,19.1661,-42,1.28795,0.63887,-0.5,0.0429317,6.99984e+06,47249.7,0,-10249.6,1.49997e+06,0,-51.2482,7499.83,0,1.37327e-15
6.4,18.9725,-42,3.00703,0.632417,-0.5,0.100234,6.99984e+06,47999.6,0,-10412.3,1.49996e+06,0,-52.0616,7499.82,0,1.48122e-15
6.5,18.6251,-42,4.70172,0.620835,-0.5,0.156724,6.99983e+06,48749.6,0,-10575,1.49996e+06,0,-52.8751,7499.82,0,1.38889e-15
6.6,18.1265,-42,6.35828,0.604218,-0.5,0.211943,6.99983e+06,49499.6,0,-10737.7,1.49996e+06,0,-53.6885,7499.81,0,1.35292e-15
6.7,17.481,-42,7.96327,0.5827,-0.5,0.265442,6.99982e+06,50249.6,0,-10900.4,1.49996e+06,0,-54.5019,7499.8,0,1.75454e-15
6.8,16.6937,-42,9.50368,0.556457,-0.5,0.316789,6.99982e+06,50999.6,0,-11063.1,1.49996e+06,0,-55.3154,7499.8,0,1.58182e-15
6.9,15.771,-42,10.967,0.5257,-0.5,0.365567,6.99981e+06,51749.5,0,-11225.8,1.49996e+06,0,-56.1288,7499.79,0,1.76111e-15
7,14.7204,-42,12.3414,0.49068,-0.5,0.41138,6.99981e+06,52499.5,0,-11388.5,1.49996e+06,0,-56.9423,7499.79,0,1.8155e-15
7.1,13.5504,-42,13.6157,0.45168,-0.5,0.453856,6.9998e+06,53249.5,0,-11551.1,1.49996e+06,0,-57.7557,7499.78,0,2.19403e-15
7.2,12.2705,-42,14.7795,0.409017,-0.5,0.492651,6.9998e+06,53999.5,0,-11713.8,1.49995e+06,0,-58.5692,7499.77,0,2.42468e-15
7.3,10.8911,-42,15.8235,0.363036,-0.5,0.527451,6.99979e+06,54749.5,0,-11876.5,1.49995e+06,0,-59.3826,7499.77,0,2.59433e-15
7.4,9.42334,-42,16.7392,0.314111,-0.5,0.557973,6.99978e+06,55499.4,0,-12039.2,1.49995e+06,0,-60.1961,7499.76,0,2.63014e-15
7.5,7.87917,-42,17.5191,0.262639,-0.5,0.58397,6.99978e+06,56249.4,0,-12201.9,1.49995e+06,0,-61.0095,7499.75,0,2.84708e-15
7.6,6.27109,-42,18.1569,0.209036,-0.5,0.60523,6.99977e+06,56999.4,0,-12364.6,1.49995e+06,0,-61.823,7499.75,0,2.96745e-15
7.7,4.61215,-42,18.6475,0.153738,-0.5,0.621582,6.99977e+06,57749.4,0,-12527.3,1.49995e+06,0,-62.6364,7499.74,0,3.00325e-15
7.8,2.91581,-42,18.9868,0.0971936,-0.5,0.632893,6.99976e+06,58499.3,0,-12690,1.49995e+06,0,-63.4498,7499.73,0,2.94497e-15
7.9,1.19582,-42,19.1721,0.0398606,-0.5,0.63907,6.99975e+06,59249.3,0,-12852.7,1.49995e+06,0,-64.2633,7499.73,0,2.95235e-15
8,-0.533871,-42,19.202,-0.0177957,-0.5,0.640065,6.99975e+06,59999.3,0,-13015.3,1.49994e+06,0,-65.0767,7499.72,0,2.95979e-15
8.1,-2.25923,-42,19.0761,-0.0753077,-0.5,0.635868,6.99974e+06,60749.3,0,-13178,1.49994e+06,0,-65.8902,7499.71,0,2.85947e-15
8.2,-3.96627,-42,18.7954,-0.132209,-0.5,0.626515,6.99973e+06,61499.2,0,-13340.7,1.49994e+06,0,-66.7036,7499.71,0,2.81637e-15
8.3,-5.64113,-42,18.3624,-0.188038,-0.5,0.61208,6.99973e+06,62249.2,0,-13503.4,1.49994e+06,0,-67.517,7499.7,0,2.82045e-15
8.4,-7.27025,-42,17.7804,-0.242342,-0.5,0.592681,6.99972e+06,62999.2,0,-13666.1,1.49994e+06,0,-68.3305,7499.69,0,2.92245e-15
8.5,-8.8404,-42,17.0542,-0.29468,-0.5,0.568475,6.99971e+06,63749.1,0,-13828.8,1.49994e+06,0,-69.1439,7499.69,0,2.95939e-15
8.6,-10.3388,-42,16.1897,-0.344628,-0.5,0.539658,6.99971e+06,64499.1,0,-13991.5,1.49994e+06,0,-69.9573,7499.68,0,2.98485e-15
8.7,-11.7534,-42,15.1939,-0.391782,-0.5,0.506465,6.9997e+06,65249.1,0,-14154.2,1.49993e+06,0,-70.7708,7499.67,0,3.07906e-15
8.8,-13.0727,-42,14.0749,-0.435757,-0.5,0.469164,6.99969e+06,65999,0,-14316.8,1.49993e+06,0,-71.5842,7499.66,0,2.9485e-15
8.9,-14.286,-42,12.8417,-0.476199,-0.5,0.428058,6.99969e+06,66749,0,-14479.5,1.49993e+06,0,-72.3976,7499.65,0,2.8981e-15
9,-15.3833,-42,11.5044,-0.512778,-0.5,0.38348,6.99968e+06,67499,0,-14642.2,1.49993e+06,0,-73.2111,7499.65,0,3.2121e-15
9.1,-16.356,-42,10.0738,-0.545199,-0.5,0.335792,6.99967e+06,68248.9,0,-14804.9,1.49993e+06,0,-74.0245,7499.64,0,3.19237e-15
9.2,-17.1959,-42,8.56143,-0.573198,-0.5,0.285381,6.99966e+06,68998.9,0,-14967.6,1.49993e+06,0,-74.8379,7499.63,0,3.06294e-15
9.3,-17.8964,-42,6.97965,-0.596548,-0.5,0.232655,6.99966e+06,69748.9,0,-15130.3,1.49992e+06,0,-75.6514,7499.62,0,2.85024e-15
9.4,-18.4518,-42,5.34127,-0.61506,-0.5,0.178042,6.99965e+06,70498.8,0,-15293,1.49992e+06,0,-76.4648,7499.61,0,2.95288e-15
9.5,-18.8575,-42,3.65957,-0.628583,-0.5,0.121986,6.99964e+06,71248.8,0,-15455.6,1.49992e+06,0,-77.2782,7499.61,0,3.27292e-15
9.6,-19.1103,-42,1.94819,-0.637009,-0.5,0.0649395,6.99963e+06,71998.8,0,-15618.3,1.49992e+06,0,-78.0916,7499.6,0,3.28438e-15
9.7,-19.208,-42,0.221003,-0.640268,-0.5,0.00736675,6.99963e+06,72748.7,0,-15781,1.49992e+06,0,-78.9051,7499.59,0,3.19973e-15
9.8,-19.15,-42,-1.50797,-0.638334,-0.5,-0.0502658,6.99962e+06,73498.7,0,-15943.7,1.49992e+06,0,-79.7185,7499.58,0,3.55298e-15
9.9,-18.9367,-42,-3.22472,-0.631223,-0.5,-0.107491,6.99961e+06,74248.6,0,-16106.4,1.49991e+06,0,-80.5319,7499.57,0,3.52889e-15
10,-18.5698,-42,-4.91531,-0.618993,-0.5,-0.163844,6.9996e+06,74998.6,0,-16269.1,1.49991e+06,0,-81.3453,7499.56,0,2.9421e-15
10.1,-18.0523,-42,-6.56604,-0.601743,-0.5,-0.218868,6.99959e+06,75748.5,0,-16431.7,1.49991e+06,0,-82.1587,7499.56,0,2.89341e-15
10.2,-17.3884,-42,-8.16351,-0.579612,-0.5,-0.272117,6.99959e+06,76498.5,0,-16594.4,1.49991e+06,0,-82.9722,7499.55,0,3.02821e-15
10.3,-16.5834,-42,-9.69478,-0.55278,-0.5,-0.323159,6.99958e+06,77248.5,0,-16757.1,1.49991e+06,0,-83.7856,7499.54,0,3.25771e-15
10.4,-15.644,-42,-11.1474,-0.521466,-0.5,-0.37158,6.99957e+06,77998.4,0,-16919.8,1.49991e+06,0,-84.599,7499.53,0,3.26621e-15
10.5,-14.5776,-42,-12.5096,-0.485922,-0.5,-0.416988,6.99956e+06,78748.4,0,-17082.5,1.4999e+06,0,-85.4124,7499.52,0,3.3272e-15
10.6,-13.3931,-42,-13.7704,-0.446436,-0.5,-0.459014,6.99955e+06,79498.3,0,-17245.2,1.4999e+06,0,-86.2258,7499.51,0,3.21797e-15
10.7,-12.0999,-42,-14.9195,-0.403331,-0.5,-0.497317,6.99954e+06,80248.3,0,-17407.9,1.4999e+06,0,-87.0393,7499.5,0,3.07599e-15
10.8,-10.7086,-42,-15.9476,-0.356953,-0.5,-0.531586,6.99953e+06,80998.2,0,-17570.5,1.4999e+06,0,-87.8527,7499.49,0,3.16949e-15
10.9,-9.23044,-42,-16.8463,-0.307681,-0.5,-0.561544,6.99953e+06,81748.2,0,-17733.2,1.4999e+06,0,-88.6661,7499.48,0,3.01196e-15
11,-7.67742,-42,-17.6084,-0.255914,-0.5,-0.586948,6.99952e+06,82498.1,0,-17895.9,1.49989e+06,0,-89.4795,7499.47,0,3.14117e-15
11.1,-6.06212,-42,-18.2277,-0.202071,-0.5,-0.607591,6.99951e+06,83248.1,0,-18058.6,1.49989e+06,0,-90.2929,7499.46,0,3.45242e-15
11.2,-4.39766,-42,-18.6992,-0.146589,-0.5,-0.623307,6.9995e+06,83998,0,-18221.3,1.49989e+06,0,-91.1063,7499.45,0,3.24539e-15
11.3,-2.69754,-42,-19.019,-0.0899179,-0.5,-0.633967,6.99949e+06,84748,0,-18383.9,1.49989e+06,0,-91.9197,7499.44,0,3.48108e-15
11.4,-0.975532,-42,-19.1846,-0.0325177,-0.5,-0.639486,6.99948e+06,85497.9,0,-18546.6,1.49989e+06,0,-92.7331,7499.43,0,3.55791e-15
11.5,0.754386,-42,-19.1946,0.0251462,-0.5,-0.639818,6.99947e+06,86247.8,0,-18709.3,1.49988e+06,0,-93.5465,7499.42,0,3.56224e-15
11.6,2.47819,-42,-19.0488,0.0826062,-0.5,-0.634962,6.99946e+06,86997.8,0,-18872,1.49988e+06,0,-94.36,7499.41,0,3.67319e-15
11.7,4.18189,-42,-18.7486,0.139396,-0.5,-0.624955,6.99945e+06,87747.7,0,-19034.7,1.49988e+06,0,-95.1734,7499.4,0,3.67172e-15
11.8,5.85167,-42,-18.2964,0.195056,-0.5,-0.60988,6.99944e+06,88497.7,0,-19197.4,1.49988e+06,0,-95.9868,7499.39,0,3.89395e-15
11.9,7.474,-42,-17.6957,0.249133,-0.5,-0.589858,6.99943e+06,89247.6,0,-19360,1.49988e+06,0,-96.8002,7499.38,0,3.69076e-15
12,9.03571,-42,-16.9516,0.30119,-0.5,-0.565053,6.99942e+06,89997.6,0,-19522.7,1.49987e+06,0,-97.6136,7499.37,0,3.65215e-15
12.1,10.5241,-42,-16.0699,0.350804,-0.5,-0.535664,6.99941e+06,90747.5,0,-19685.4,1.49987e+06,0,-98.427,7499.36,0,3.57492e-15
12.2,11.9272,-42,-15.0579,0.397573,-0.5,-0.501932,6.9994e+06,91497.4,0,-19848.1,1.49987e+06,0,-99.2404,7499.35,0,3.41956e-15
12.3,13.2335,-42,-13.9238,0.441118,-0.5,-0.464128,6.99939e+06,92247.4,0,-20010.8,1.49987e+06,0,-100.054,7499.34,0,3.20116e-15
12.4,14.4325,-42,-12.6768,0.481085,-0.5,-0.42256,6.99938e+06,92997.3,0,-20173.4,1.49987e+06,0,-100.867,7499.33,0,3.36783e-15
12.5,15.5145,-42,-11.327,0.51715,-0.5,-0.377565,6.99937e+06,93747.2,0,-20336.1,1.49986e+06,0,-101.681,7499.32,0,3.63246e-15
12.6,16.4706,-42,-9.88525,0.549021,-0.5,-0.329508,6.99936e+06,94497.2,0,-20498.8,1.49986e+06,0,-102.494,7499.31,0,3.52174e-15
12.7,17.2932,-42,-8.36337,0.576439,-0.5,-0.278779,6.99935e+06,95247.1,0,-20661.5,1.49986e+06,0,-103.307,7499.3,0,3.3708e-15
12.8,17.9755,-42,-6.77366,0.599182,-0.5,-0.225789,6.99934e+06,95997,0,-20824.1,1.49986e+06,0,-104.121,7499.29,0,3.41305e-15
12.9,18.512,-42,-5.12901,0.617065,-0.5,-0.170967,6.99933e+06,96747,0,-20986.8,1.49985e+06,0,-104.934,7499.27,0,3.2254e-15
13,18.8983,-42,-3.44276,0.629944,-0.5,-0.114759,6.99932e+06,97496.9,0,-21149.5,1.49985e+06,0,-105.748,7499.26,0,3.53641e-15
13.1,19.1314,-42,-1.72859,0.637714,-0.5,-0.0576196,6.99931e+06,98246.8,0,-21312.2,1.49985e+06,0,-106.561,7499.25,0,3.41433e-15
13.2,19.2093,-42,-0.00039958,0.640311,-0.5,-1.33193e-05,6.9993e+06,98996.7,0,-21474.9,1.49985e+06,0,-107.374,7499.24,0,3.58692e-15
13.3,19.1315,-42,1.72779,0.637715,-0.5,0.0575931,6.99929e+06,99746.7,0,-21637.5,1.49985e+06,0,-108.188,7499.23,0,3.5537e-15
13.4,18.8984,-42,3.44197,0.629948,-0.5,0.114732,6.99928e+06,100497,0,-21800.2,1.49984e+06,0,-109.001,7499.22,0,3.41623e-15
13.5,18.5121,-42,5.12824,0.617071,-0.5,0.170941,6.99927e+06,101247,0,-21962.9,1.49984e+06,0,-109.814,7499.21,0,3.51271e-15
13.6,17.9757,-42,6.77291,0.599189,-0.5,0.225764,6.99926e+06,101996,0,-22125.6,1.49984e+06,0,-110.628,7499.19,0,3.39391e-15
13.7,17.2935,-42,8.36265,0.576448,-0.5,0.278755,6.99925e+06,102746,0,-22288.2,1.49984e+06,0,-111.441,7499.18,0,3.39623e-15
13.8,16.471,-42,9.88457,0.549032,-0.5,0.329486,6.99924e+06,103496,0,-22450.9,1.49983e+06,0,-112.255,7499.17,0,3.40863e-15
13.9,15.5149,-42,11.3263,0.517163,-0.5,0.377544,6.99923e+06,104246,0,-22613.6,1.49983e+06,0,-113.068,7499.16,0,3.19973e-15
14,14.433,-42,12.6762,0.4811,-0.5,0.42254,6.99921e+06,104996,0,-22776.3,1.49983e+06,0,-113.881,7499.15,0,2.8308e-15
14.1,13.234,-42,13.9233,0.441134,-0.5,0.46411,6.9992e+06,105746,0,-22938.9,1.49983e+06,0,-114.695,7499.13,0,3.08774e-15
14.2,11.9277,-42,15.0575,0.397591,-0.5,0.501915,6.99919e+06,106496,0,-23101.6,1.49982e+06,0,-115.508,7499.12,0,3.23588e-15
14.3,10.5247,-42,16.0695,0.350824,-0.5,0.53565,6.99918e+06,107246,0,-23264.3,1.49982e+06,0,-116.321,7499.11,0,3.28901e-15
14.4,9.03632,-42,16.9512,0.301211,-0.5,0.56504,6.99917e+06,107996,0,-23427,1.49982e+06,0,-117.135,7499.1,0,3.06997e-15
14.5,7.47464,-42,17.6954,0.249155,-0.5,0.589848,6.99916e+06,108746,0,-23589.6,1.49982e+06,0,-117.948,7499.08,0,2.98111e-15
14.6,5.85234,-42,18.2961,0.195078,-0.5,0.609872,6.99914e+06,109496,0,-23752.3,1.49981e+06,0,-118.762,7499.07,0,3.02708e-15
14.7,4.18258,-42,18.7485,0.139419,-0.5,0.624949,6.99913e+06,110245,0,-23915,1.49981e+06,0,-119.575,7499.06,0,2.92686e-15
14.8,2.47889,-42,19.0487,0.0826298,-0.5,0.634958,6.99912e+06,110995,0,-24077.7,1.49981e+06,0,-120.388,7499.05,0,3.12135e-15
14.9,0.755103,-42,19.1945,0.0251701,-0.5,0.639817,6.99911e+06,111745,0,-24240.3,1.49981e+06,0,-121.202,7499.03,0,3.18689e-15
15,-0.974812,-42,19.1846,-0.0324937,-0.5,0.639487,6.9991e+06,112495,0,-24403,1.4998e+06,0,-122.015,7499.02,0,3.32471e-15
15.1,-2.69682,-42,19.0191,-0.0898941,-0.5,0.633971,6.99908e+06,113245,0,-24565.7,1.4998e+06,0,-122.828,7499.01,0,2.97412e-15
15.2,-4.39696,-42,18.6994,-0.146565,-0.5,0.623313,6.99907e+06,113995,0,-24728.4,1.4998e+06,0,-123.642,7498.99,0,3.04478e-15
15.3,-6.06144,-42,18.228,-0.202048,-0.5,0.607599,6.99906e+06,114745,0,-24891,1.4998e+06,0,-124.455,7498.98,0,3.02523e-15
15.4,-7.67676,-42,17.6087,-0.255892,-0.5,0.586958,6.99905e+06,115495,0,-25053.7,1.49979e+06,0,-125.269,7498.97,0,3.06595e-15
15.5,-9.22981,-42,16.8467,-0.30766,-0.5,0.561556,6.99904e+06,116245,0,-25216.4,1.49979e+06,0,-126.082,7498.95,0,3.1049e-15
15.6,-10.708,-42,15.948,-0.356934,-0.5,0.5316,6.99902e+06,116995,0,-25379,1.49979e+06,0,-126.895,7498.94,0,3.20358e-15
15.7,-12.0994,-42,14.92,-0.403312,-0.5,0.497332,6.99901e+06,117744,0,-25541.7,1.49979e+06,0,-127.709,7498.93,0,3.29158e-15
15.8,-13.3926,-42,13.7709,-0.44642,-0.5,0.459031,6.999e+06,118494,0,-25704.4,1.49978e+06,0,-128.522,7498.91,0,3.3505e-15
15.9,-14.5772,-42,12.5102,-0.485907,-0.5,0.417007,6.99898e+06,119244,0,-25867.1,1.49978e+06,0,-129.335,7498.9,0,3.30676e-15
16,-15.6436,-42,11.148,-0.521453,-0.5,0.3716,6.99897e+06,119994,0,-26029.7,1.49978e+06,0,-130.149,7498.88,0,3.67387e-15
16.1,-16.5831,-42,9.69541,-0.55277,-0.5,0.32318,6.99896e+06,120744,0,-26192.4,1.49977e+06,0,-130.962,7498.87,0,3.37718e-15
16.2,-17.3881,-42,8.16418,-0.579603,-0.5,0.272139,6.99895e+06,121494,0,-26355.1,1.49977e+06,0,-131.775,7498.86,0,3.44175e-15
16.3,-18.0521,-42,6.56674,-0.601736,-0.5,0.218891,6.99893e+06,122244,0,-26517.7,1.49977e+06,0,-132.589,7498.84,0,3.47212e-15
16.4,-18.5697,-42,4.91603,-0.618989,-0.5,0.163868,6.99892e+06,122994,0,-26680.4,1.49977e+06,0,-133.402,7498.83,0,3.82777e-15
16.5,-18.9366,-42,3.22546,-0.631221,-0.5,0.107515,6.99891e+06,123744,0,-26843.1,1.49976e+06,0,-134.215,7498.81,0,3.66711e-15
