t,Pi_x,Pi_y,Pi_z,omega_x,omega_y,omega_z,e3_R_Pi,SO3_err
4.193,0.37724,0.122897,0.719022,0.37724,0.0438917,0.359511,0.8,1.0338e-14
4.194,0.37572,0.125503,0.718992,0.37572,0.0448224,0.359496,0.8,1.04099e-14
4.195,0.374196,0.128108,0.718962,0.374196,0.045753,0.359481,0.8,1.02843e-14
4.196,0.372671,0.130714,0.718931,0.372671,0.0466834,0.359465,0.8,1.04307e-14
4.197,0.371143,0.133318,0.718899,0.371143,0.0476137,0.35945,0.8,1.03258e-14
4.198,0.369613,0.135923,0.718867,0.369613,0.0485438,0.359434,0.8,1.03414e-14
4.199,0.36808,0.138527,0.718835,0.36808,0.0494738,0.359417,0.8,1.03586e-14
4.2,0.366545,0.14113,0.718802,0.366545,0.0504035,0.359401,0.8,1.03588e-14
4.201,0.365007,0.143733,0.718768,0.365007,0.0513331,0.359384,0.8,1.04453e-14
4.202,0.363467,0.146335,0.718734,0.363467,0.0522626,0.359367,0.8,1.02659e-14
4.203,0.361925,0.148937,0.7187,0.361925,0.0531918,0.35935,0.8,1.04568e-14
4.204,0.360381,0.151538,0.718665,0.360381,0.0541209,0.359332,0.8,1.0461e-14
4.205,0.358834,0.154139,0.718629,0.358834,0.0550497,0.359315,0.8,1.0486e-14
4.206,0.357285,0.15674,0.718594,0.357285,0.0559784,0.359297,0.8,1.0808e-14
4.207,0.355734,0.159339,0.718557,0.355734,0.0569069,0.359279,0.8,1.07317e-14
4.208,0.35418,0.161939,0.718521,0.35418,0.0578352,0.35926,0.8,1.0769e-14
4.209,0.352625,0.164537,0.718484,0.352625,0.0587633,0.359242,0.8,1.06487e-14
4.21,0.351067,0.167135,0.718446,0.351067,0.0596912,0.359223,0.8,1.05733e-14
4.211,0.349507,0.169733,0.718408,0.349507,0.0606189,0.359204,0.8,1.05006e-14
4.212,0.347944,0.17233,0.71837,0.347944,0.0615464,0.359185,0.8,1.05058e-14
4.213,0.34638,0.174926,0.718331,0.34638,0.0624737,0.359166,0.8,1.06577e-14
4.214,0.344813,0.177522,0.718292,0.344813,0.0634008,0.359146,0.8,1.06354e-14
4.215,0.343244,0.180117,0.718253,0.343244,0.0643276,0.359126,0.8,1.07377e-14
4.216,0.341673,0.182712,0.718213,0.341673,0.0652543,0.359106,0.8,1.04849e-14
4.217,0.3401,0.185306,0.718172,0.3401,0.0661807,0.359086,0.8,1.04371e-14
4.218,0.338525,0.187899,0.718132,0.338525,0.0671069,0.359066,0.8,1.04462e-14
4.219,0.336948,0.190492,0.71809,0.336948,0.0680328,0.359045,0.8,1.0421e-14
4.22,0.335369,0.193084,0.718049,0.335369,0.0689585,0.359025,0.8,1.03753e-14
4.221,0.333787,0.195675,0.718007,0.333787,0.069884,0.359004,0.8,1.04371e-14
4.222,0.332204,0.198266,0.717965,0.332204,0.0708093,0.358983,0.8,1.04475e-14
4.223,0.330618,0.200856,0.717923,0.330618,0.0717343,0.358961,0.8,1.05504e-14
4.224,0.329031,0.203445,0.71788,0.329031,0.072659,0.35894,0.8,1.04301e-14
4.225,0.327442,0.206034,0.717836,0.327442,0.0735836,0.358918,0.8,1.04852e-14
4.226,0.32585,0.208622,0.717793,0.32585,0.0745078,0.358896,0.8,1.05597e-14
4.227,0.324257,0.211209,0.717749,0.324257,0.0754318,0.358875,0.8,1.03444e-14
4.228,0.322662,0.213796,0.717705,0.322662,0.0763556,0.358852,0.8,1.03462e-14
4.229,0.321064,0.216381,0.71766,0.321064,0.0772791,0.35883,0.8,1.0337e-14
4.23,0.319465,0.218966,0.717616,0.319465,0.0782023,0.358808,0.8,1.01996e-14
4.231,0.317864,0.221551,0.71757,0.317864,0.0791253,0.358785,0.8,1.03184e-14
4.232,0.316261,0.224134,0.717525,0.316261,0.080048,0.358763,0.8,1.02452e-14
4.233,0.314656,0.226717,0.717479,0.314656,0.0809704,0.35874,0.8,1.02145e-14
4.234,0.31305,0.229299,0.717433,0.31305,0.0818925,0.358717,0.8,1.03404e-14
4.235,0.311441,0.23188,0.717387,0.311441,0.0828144,0.358694,0.8,1.0334e-14
4.236,0.309831,0.234461,0.71734,0.309831,0.083736,0.35867,0.8,1.02182e-14
4.237,0.308219,0.23704,0.717294,0.308219,0.0846573,0.358647,0.8,1.02247e-14
4.238,0.306605,0.239619,0.717247,0.306605,0.0855783,0.358623,0.8,1.02223e-14
4.239,0.304989,0.242197,0.717199,0.304989,0.086499,0.3586,0.8,1.0348e-14
4.24,0.303371,0.244774,0.717152,0.303371,0.0874194,0.358576,0.8,1.01732e-14
4.241,0.301752,0.247351,0.717104,0.301752,0.0883396,0.358552,0.8,1.01245e-14
4.242,0.300131,0.249926,0.717056,0.300131,0.0892594,0.358528,0.8,1.02408e-14
4.243,0.298508,0.252501,0.717007,0.298508,0.0901789,0.358504,0.8,1.01423e-14
4.244,0.296884,0.255075,0.716959,0.296884,0.0910981,0.358479,0.8,1.01491e-14
4.245,0.295258,0.257648,0.71691,0.295258,0.092017,0.358455,0.8,1.02526e-14
4.246,0.29363,0.26022,0.716861,0.29363,0.0929356,0.35843,0.8,1.02602e-14
4.247,0.292001,0.262791,0.716812,0.292001,0.0938539,0.358406,0.8,1.03753e-14
4.248,0.29037,0.265361,0.716762,0.29037,0.0947719,0.358381,0.8,1.04176e-14
4.249,0.288737,0.267931,0.716713,0.288737,0.0956895,0.358356,0.8,1.03911e-14
4.25,0.287103,0.270499,0.716663,0.287103,0.0966068,0.358331,0.8,1.03779e-14
4.251,0.285467,0.273067,0.716613,0.285467,0.0975238,0.358306,0.8,1.04977e-14
4.252,0.283829,0.275633,0.716563,0.283829,0.0984404,0.358281,0.8,1.0389e-14
4.253,0.28219,0.278199,0.716512,0.28219,0.0993568,0.358256,0.8,1.04117e-14
4.254,0.28055,0.280764,0.716462,0.28055,0.100273,0.358231,0.8,1.04088e-14
4.255,0.278908,0.283327,0.716411,0.278908,0.101188,0.358205,0.8,1.03719e-14
4.256,0.277264,0.28589,0.71636,0.277264,0.102104,0.35818,0.8,1.03775e-14
4.257,0.275619,0.288452,0.716309,0.275619,0.103019,0.358154,0.8,1.04151e-14
4.258,0.273972,0.291013,0.716258,0.273972,0.103933,0.358129,0.8,1.05679e-14
4.259,0.272324,0.293573,0.716206,0.272324,0.104847,0.358103,0.8,1.05864e-14
4.26,0.270674,0.296132,0.716155,0.270674,0.105761,0.358077,0.8,1.07031e-14
4.261,0.269023,0.29869,0.716103,0.269023,0.106675,0.358052,0.8,1.0675e-14
4.262,0.267371,0.301246,0.716052,0.267371,0.107588,0.358026,0.8,1.07553e-14
4.263,0.265717,0.303802,0.716,0.265717,0.108501,0.358,0.8,1.07171e-14
4.264,0.264062,0.306357,0.715948,0.264062,0.109413,0.357974,0.8,1.07732e-14
4.265,0.262405,0.308911,0.715896,0.262405,0.110325,0.357948,0.8,1.0793e-14
4.266,0.260747,0.311464,0.715844,0.260747,0.111237,0.357922,0.8,1.07544e-14
4.267,0.259088,0.314015,0.715791,0.259088,0.112148,0.357896,0.8,1.09757e-14
4.268,0.257427,0.316566,0.715739,0.257427,0.113059,0.35787,0.8,1.11004e-14
4.269,0.255765,0.319115,0.715687,0.255765,0.11397,0.357843,0.8,1.09815e-14
4.27,0.254102,0.321664,0.715634,0.254102,0.11488,0.357817,0.8,1.09158e-14
4.271,0.252437,0.324211,0.715582,0.252437,0.11579,0.357791,0.8,1.1113e-14
4.272,0.250771,0.326757,0.715529,0.250771,0.116699,0.357764,0.8,1.11852e-14
4.273,0.249104,0.329303,0.715476,0.249104,0.117608,0.357738,0.8,1.11463e-14
4.274,0.247436,0.331847,0.715423,0.247436,0.118517,0.357712,0.8,1.12731e-14
4.275,0.245766,0.33439,0.715371,0.245766,0.119425,0.357685,0.8,1.13008e-14
4.276,0.244095,0.336931,0.715318,0.244095,0.120333,0.357659,0.8,1.13189e-14
4.277,0.242423,0.339472,0.715265,0.242423,0.12124,0.357632,0.8,1.14562e-14
4.278,0.24075,0.342011,0.715212,0.24075,0.122147,0.357606,0.8,1.13471e-14
4.279,0.239076,0.34455,0.715159,0.239076,0.123053,0.35758,0.8,1.12781e-14
4.28,0.2374,0.347087,0.715106,0.2374,0.12396,0.357553,0.8,1.13352e-14
4.281,0.235724,0.349623,0.715053,0.235724,0.124865,0.357527,0.8,1.11413e-14
4.282,0.234046,0.352158,0.715,0.234046,0.125771,0.3575,0.8,1.11835e-14
4.283,0.232367,0.354691,0.714947,0.232367,0.126675,0.357474,0.8,1.11149e-14
4.284,0.230687,0.357224,0.714894,0.230687,0.12758,0.357447,0.8,1.11374e-14
4.285,0.229006,0.359755,0.714841,0.229006,0.128484,0.357421,0.8,1.1098e-14
4.286,0.227324,0.362285,0.714788,0.227324,0.129387,0.357394,0.8,1.10161e-14
4.287,0.225641,0.364813,0.714735,0.225641,0.130291,0.357368,0.8,1.10237e-14
4.288,0.223957,0.367341,0.714682,0.223957,0.131193,0.357341,0.8,1.0879e-14
4.289,0.222272,0.369867,0.71463,0.222272,0.132095,0.357315,0.8,1.08607e-14
4.29,0.220586,0.372392,0.714577,0.220586,0.132997,0.357288,0.8,1.07605e-14
4.291,0.218899,0.374916,0.714524,0.218899,0.133899,0.357262,0.8,1.08046e-14
4.292,0.217211,0.377438,0.714471,0.217211,0.134799,0.357236,0.8,1.07384e-14
4.293,0.215522,0.37996,0.714418,0.215522,0.1357,0.357209,0.8,1.07437e-14
4.294,0.213832,0.382479,0.714366,0.213832,0.1366,0.357183,0.8,1.07443e-14
4.295,0.212141,0.384998,0.714313,0.212141,0.137499,0.357157,0.8,1.0758e-14
4.296,0.210449,0.387515,0.714261,0.210449,0.138398,0.35713,0.8,1.07583e-14
4.297,0.208756,0.390031,0.714208,0.208756,0.139297,0.357104,0.8,1.07121e-14
4.298,0.207063,0.392546,0.714156,0.207063,0.140195,0.357078,0.8,1.0799e-14
4.299,0.205369,0.395059,0.714104,0.205369,0.141093,0.357052,0.8,1.08448e-14
4.3,0.203673,0.397571,0.714052,0.203673,0.14199,0.357026,0.8,1.08749e-14
4.301,0.201977,0.400082,0.714,0.201977,0.142886,0.357,0.8,1.07844e-14
4.302,0.200281,0.402591,0.713948,0.200281,0.143783,0.356974,0.8,1.08296e-14
4.303,0.198583,0.405099,0.713896,0.198583,0.144678,0.356948,0.8,1.07705e-14
4.304,0.196885,0.407606,0.713845,0.196885,0.145574,0.356922,0.8,1.08008e-14
4.305,0.195186,0.410111,0.713793,0.195186,0.146468,0.356897,0.8,1.06867e-14
4.306,0.193486,0.412615,0.713742,0.193486,0.147362,0.356871,0.8,1.07876e-14
4.307,0.191785,0.415117,0.71369,0.191785,0.148256,0.356845,0.8,1.08161e-14
4.308,0.190084,0.417618,0.713639,0.190084,0.149149,0.35682,0.8,1.09652e-14
4.309,0.188382,0.420118,0.713588,0.188382,0.150042,0.356794,0.8,1.09296e-14
4.31,0.186679,0.422616,0.713538,0.186679,0.150934,0.356769,0.8,1.07341e-14
4.311,0.184976,0.425113,0.713487,0.184976,0.151826,0.356743,0.8,1.08812e-14
4.312,0.183272,0.427608,0.713436,0.183272,0.152717,0.356718,0.8,1.10425e-14
4.313,0.181567,0.430102,0.713386,0.181567,0.153608,0.356693,0.8,1.10508e-14
4.314,0.179862,0.432594,0.713336,0.179862,0.154498,0.356668,0.8,1.09907e-14
4.315,0.178156,0.435085,0.713286,0.178156,0.155388,0.356643,0.8,1.09126e-14
4.316,0.17645,0.437575,0.713236,0.17645,0.156277,0.356618,0.8,1.09591e-14
4.317,0.174743,0.440063,0.713187,0.174743,0.157165,0.356593,0.8,1.10797e-14
4.318,0.173035,0.442549,0.713137,0.173035,0.158053,0.356569,0.8,1.10943e-14
4.319,0.171327,0.445034,0.713088,0.171327,0.158941,0.356544,0.8,1.1079e-14
4.32,0.169619,0.447518,0.713039,0.169619,0.159828,0.35652,0.8,1.10307e-14
4.321,0.16791,0.45,0.712991,0.16791,0.160714,0.356495,0.8,1.10887e-14
4.322,0.1662,0.45248,0.712942,0.1662,0.1616,0.356471,0.8,1.10285e-14
4.323,0.16449,0.454959,0.712894,0.16449,0.162485,0.356447,0.8,1.09443e-14
4.324,0.16278,0.457437,0.712846,0.16278,0.16337,0.356423,0.8,1.1026e-14
4.325,0.161069,0.459912,0.712798,0.161069,0.164254,0.356399,0.8,1.09952e-14
4.326,0.159357,0.462387,0.712751,0.159357,0.165138,0.356375,0.8,1.11199e-14
4.327,0.157646,0.464859,0.712704,0.157646,0.166021,0.356352,0.8,1.1039e-14
4.328,0.155933,0.467331,0.712657,0.155933,0.166904,0.356328,0.8,1.09271e-14
4.329,0.154221,0.4698,0.71261,0.154221,0.167786,0.356305,0.8,1.09224e-14
4.33,0.152508,0.472268,0.712563,0.152508,0.168667,0.356282,0.8,1.09297e-14
4.331,0.150795,0.474735,0.712517,0.150795,0.169548,0.356259,0.8,1.09866e-14
4.332,0.149081,0.477199,0.712471,0.149081,0.170428,0.356236,0.8,1.0897e-14
4.333,0.147367,0.479663,0.712426,0.147367,0.171308,0.356213,0.8,1.08168e-14
4.334,0.145653,0.482124,0.712381,0.145653,0.172187,0.35619,0.8,1.09698e-14
4.335,0.143938,0.484584,0.712336,0.143938,0.173066,0.356168,0.8,1.11563e-14
4.336,0.142224,0.487042,0.712291,0.142224,0.173944,0.356145,0.8,1.11371e-14
4.337,0.140509,0.489499,0.712247,0.140509,0.174821,0.356123,0.8,1.10522e-14
4.338,0.138793,0.491954,0.712202,0.138793,0.175698,0.356101,0.8,1.1082e-14
4.339,0.137078,0.494407,0.712159,0.137078,0.176574,0.356079,0.8,1.11158e-14
4.34,0.135362,0.496859,0.712115,0.135362,0.17745,0.356058,0.8,1.11711e-14
4.341,0.133646,0.499309,0.712072,0.133646,0.178325,0.356036,0.8,1.11503e-14
4.342,0.13193,0.501757,0.71203,0.13193,0.179199,0.356015,0.8,1.11548e-14
4.343,0.130214,0.504204,0.711987,0.130214,0.180073,0.355994,0.8,1.11375e-14
4.344,0.128498,0.506649,0.711945,0.128498,0.180946,0.355973,0.8,1.10739e-14
4.345,0.126781,0.509092,0.711903,0.126781,0.181819,0.355952,0.8,1.115e-14
4.346,0.125065,0.511533,0.711862,0.125065,0.182691,0.355931,0.8,1.11884e-14
4.347,0.123348,0.513973,0.711821,0.123348,0.183562,0.355911,0.8,1.09575e-14
4.348,0.121631,0.516411,0.711781,0.121631,0.184433,0.35589,0.8,1.09974e-14
4.349,0.119914,0.518847,0.71174,0.119914,0.185303,0.35587,0.8,1.08971e-14
4.35,0.118197,0.521282,0.711701,0.118197,0.186172,0.35585,0.8,1.09936e-14
4.351,0.11648,0.523715,0.711661,0.11648,0.187041,0.355831,0.8,1.09704e-14
4.352,0.114764,0.526146,0.711622,0.114764,0.187909,0.355811,0.8,1.09413e-14
4.353,0.113047,0.528575,0.711584,0.113047,0.188777,0.355792,0.8,1.10899e-14
4.354,0.11133,0.531002,0.711545,0.11133,0.189644,0.355773,0.8,1.09504e-14
4.355,0.109613,0.533428,0.711508,0.109613,0.19051,0.355754,0.8,1.09494e-14
4.356,0.107896,0.535852,0.71147,0.107896,0.191376,0.355735,0.8,1.09223e-14
4.357,0.106179,0.538274,0.711433,0.106179,0.192241,0.355717,0.8,1.1004e-14
4.358,0.104462,0.540694,0.711397,0.104462,0.193105,0.355698,0.8,1.10497e-14
4.359,0.102746,0.543112,0.711361,0.102746,0.193969,0.35568,0.8,1.10883e-14
4.36,0.101029,0.545529,0.711325,0.101029,0.194832,0.355662,0.8,1.10543e-14
4.361,0.0993129,0.547943,0.71129,0.0993129,0.195694,0.355645,0.8,1.10804e-14
4.362,0.0975967,0.550356,0.711255,0.0975967,0.196556,0.355628,0.8,1.09177e-14
4.363,0.0958806,0.552767,0.711221,0.0958806,0.197417,0.35561,0.8,1.09054e-14
4.364,0.0941647,0.555176,0.711187,0.0941647,0.198277,0.355593,0.8,1.08416e-14
4.365,0.092449,0.557584,0.711153,0.092449,0.199137,0.355577,0.8,1.08403e-14
4.366,0.0907334,0.559989,0.711121,0.0907334,0.199996,0.35556,0.8,1.08058e-14
4.367,0.0890181,0.562392,0.711088,0.0890181,0.200854,0.355544,0.8,1.10422e-14
4.368,0.0873031,0.564794,0.711056,0.0873031,0.201712,0.355528,0.8,1.09846e-14
4.369,0.0855882,0.567194,0.711025,0.0855882,0.202569,0.355512,0.8,1.11497e-14
4.37,0.0838737,0.569591,0.710994,0.0838737,0.203425,0.355497,0.8,1.09976e-14
4.371,0.0821594,0.571987,0.710963,0.0821594,0.204281,0.355482,0.8,1.11509e-14
4.372,0.0804454,0.574381,0.710933,0.0804454,0.205136,0.355467,0.8,1.1026e-14
4.373,0.0787318,0.576773,0.710904,0.0787318,0.20599,0.355452,0.8,1.11522e-14
4.374,0.0770184,0.579163,0.710875,0.0770184,0.206844,0.355438,0.8,1.10223e-14
4.375,0.0753054,0.581551,0.710847,0.0753054,0.207697,0.355423,0.8,1.11319e-14
4.376,0.0735928,0.583937,0.710819,0.0735928,0.208549,0.355409,0.8,1.1191e-14
4.377,0.0718805,0.586321,0.710791,0.0718805,0.2094,0.355396,0.8,1.12305e-14
4.378,0.0701687,0.588703,0.710765,0.0701687,0.210251,0.355382,0.8,1.12926e-14
4.379,0.0684572,0.591083,0.710738,0.0684572,0.211101,0.355369,0.8,1.13945e-14
4.38,0.0667462,0.593462,0.710712,0.0667462,0.211951,0.355356,0.8,1.13313e-14
4.381,0.0650356,0.595838,0.710687,0.0650356,0.212799,0.355344,0.8,1.1417e-14
4.382,0.0633254,0.598212,0.710663,0.0633254,0.213647,0.355331,0.8,1.15293e-14
4.383,0.0616157,0.600584,0.710639,0.0616157,0.214494,0.355319,0.8,1.16498e-14
4.384,0.0599065,0.602954,0.710615,0.0599065,0.215341,0.355308,0.8,1.16274e-14
4.385,0.0581978,0.605322,0.710592,0.0581978,0.216186,0.355296,0.8,1.14095e-14
4.386,0.0564897,0.607688,0.71057,0.0564897,0.217031,0.355285,0.8,1.15435e-14
4.387,0.054782,0.610052,0.710548,0.054782,0.217876,0.355274,0.8,1.15762e-14
4.388,0.0530749,0.612414,0.710527,0.0530749,0.218719,0.355263,0.8,1.15558e-14
4.389,0.0513684,0.614774,0.710506,0.0513684,0.219562,0.355253,0.8,1.15647e-14
4.39,0.0496624,0.617131,0.710486,0.0496624,0.220404,0.355243,0.8,1.1653e-14
4.391,0.047957,0.619487,0.710467,0.047957,0.221245,0.355233,0.8,1.16339e-14
4.392,0.0462523,0.62184,0.710448,0.0462523,0.222086,0.355224,0.8,1.15726e-14
4.393,0.0445481,0.624192,0.71043,0.0445481,0.222926,0.355215,0.8,1.14203e-14
4.394,0.0428447,0.626541,0.710412,0.0428447,0.223765,0.355206,0.8,1.15642e-14
4.395,0.0411418,0.628888,0.710395,0.0411418,0.224603,0.355198,0.8,1.15471e-14
4.396,0.0394396,0.631234,0.710379,0.0394396,0.225441,0.35519,0.8,1.15963e-14
4.397,0.0377382,0.633577,0.710363,0.0377382,0.226277,0.355182,0.8,1.14951e-14
4.398,0.0360374,0.635917,0.710348,0.0360374,0.227113,0.355174,0.8,1.15299e-14
